Date,Open
2022-02-02,7775.0
2022-02-03,7800.0
2022-02-04,7750.0
2022-02-07,7775.0
2022-02-08,7750.0
2022-02-09,7850.0
2022-02-10,7950.0
2022-02-11,7675.0
2022-02-14,7750.0
2022-02-15,7750.0
2022-02-16,7850.0
2022-02-17,7850.0
2022-02-18,7950.0
2022-02-21,7925.0
2022-02-22,7900.0
2022-02-23,7900.0
2022-02-24,8125.0
2022-02-25,7950.0
2022-03-01,8000.0
2022-03-02,8225.0
2022-03-04,7975.0
2022-03-07,7800.0
2022-03-08,7700.0
2022-03-09,7700.0
2022-03-10,7925.0
2022-03-11,7725.0
2022-03-14,8050.0
2022-03-15,8150.0
2022-03-16,8275.0
2022-03-17,8300.0
2022-03-18,8000.0
2022-03-21,7800.0
2022-03-22,7900.0
2022-03-23,7925.0
2022-03-24,7850.0
2022-03-25,7900.0
2022-03-28,7825.0
2022-03-29,7875.0
2022-03-30,7900.0
2022-03-31,7925.0
2022-04-01,8075.0
2022-04-04,7925.0
2022-04-05,7900.0
2022-04-06,7825.0
2022-04-07,7725.0
2022-04-08,7800.0
2022-04-11,7825.0
2022-04-12,7725.0
2022-04-13,7800.0
2022-04-14,7800.0
2022-04-18,7700.0
2022-04-19,7700.0
2022-04-20,7725.0
2022-04-21,7800.0
2022-04-22,7850.0
2022-04-25,7875.0
2022-04-26,7925.0
2022-04-27,8075.0
2022-04-28,8250.0
2022-05-09,7875.0
2022-05-10,7250.0
2022-05-11,7525.0
2022-05-12,7525.0
2022-05-13,7250.0
2022-05-17,7275.0
2022-05-18,7500.0
2022-05-19,7400.0
2022-05-20,7425.0
2022-05-23,7450.0
2022-05-24,7325.0
2022-05-25,7400.0
2022-05-27,7525.0
2022-05-30,7575.0
2022-05-31,7600.0
2022-06-02,7625.0
2022-06-03,7600.0
2022-06-06,7550.0
2022-06-07,7300.0
2022-06-08,7500.0
2022-06-09,7500.0
2022-06-10,7400.0
2022-06-13,7300.0
2022-06-14,7300.0
2022-06-15,7300.0
2022-06-16,7400.0
2022-06-17,7425.0
2022-06-20,7600.0
2022-06-21,7600.0
2022-06-22,7625.0
2022-06-23,7450.0
2022-06-24,7600.0
2022-06-27,7475.0
2022-06-28,7300.0
2022-06-29,7325.0
2022-06-30,7300.0
2022-07-01,7300.0
2022-07-04,7250.0
2022-07-05,7100.0
2022-07-06,7300.0
2022-07-07,7225.0
2022-07-08,7125.0
2022-07-11,7200.0
2022-07-12,7175.0
2022-07-13,7100.0
2022-07-14,7025.0
2022-07-15,7100.0
2022-07-18,7025.0
2022-07-19,7100.0
2022-07-20,7200.0
2022-07-21,7400.0
2022-07-22,7400.0
2022-07-25,7350.0
2022-07-26,7250.0
2022-07-27,7325.0
2022-07-28,7375.0
2022-07-29,7400.0
2022-08-01,7350.0
2022-08-02,7600.0
2022-08-03,7625.0
2022-08-04,7675.0
2022-08-05,7825.0
2022-08-08,7875.0
2022-08-09,7875.0
2022-08-10,7800.0
2022-08-11,7850.0
2022-08-12,7925.0
2022-08-15,7950.0
2022-08-16,7950.0
2022-08-18,7900.0
2022-08-19,8050.0
