Date,Adj Close
2019-01-01,2840.737548828125
2019-01-02,2821.47802734375
2019-01-03,2763.7001953125
2019-01-04,2869.626220703125
2019-01-07,2859.99658203125
2019-01-08,2831.107666015625
2019-01-09,2917.77392578125
2019-01-10,2965.922607421875
2019-01-11,2965.922607421875
2019-01-14,2965.922607421875
2019-01-15,3004.440673828125
2019-01-16,3004.440673828125
2019-01-17,3033.32958984375
2019-01-18,3033.32958984375
2019-01-21,3004.440673828125
2019-01-22,2985.181396484375
2019-01-23,2879.255615234375
2019-01-24,2879.255615234375
2019-01-25,2840.737548828125
2019-01-28,2763.7001953125
2019-01-29,2744.44091796875
2019-01-30,2792.589111328125
2019-01-31,2869.626220703125
2019-02-01,2927.403564453125
2019-02-04,2831.107666015625
2019-02-05,2831.107666015625
2019-02-06,2879.255615234375
2019-02-07,2908.14453125
2019-02-08,2917.77392578125
2019-02-11,2937.033447265625
2019-02-12,2859.99658203125
2019-02-13,2792.589111328125
2019-02-14,2763.7001953125
2019-02-15,2763.7001953125
2019-02-18,2802.218505859375
2019-02-19,2773.329833984375
2019-02-20,2734.811279296875
2019-02-21,2821.47802734375
2019-02-22,2734.811279296875
2019-02-25,2792.589111328125
2019-02-26,2802.218505859375
2019-02-27,2773.329833984375
2019-02-28,2744.44091796875
2019-03-01,2763.7001953125
2019-03-04,2734.811279296875
2019-03-05,2677.03369140625
2019-03-06,2725.181640625
2019-03-07,2725.181640625
2019-03-08,2657.7744140625
2019-03-11,2638.51513671875
2019-03-12,2590.3671875
2019-03-13,2580.737548828125
2019-03-14,2657.7744140625
2019-03-15,2734.811279296875
2019-03-18,2734.811279296875
2019-03-19,2840.737548828125
2019-03-20,2850.3671875
2019-03-21,2879.255615234375
2019-03-22,2869.626220703125
2019-03-25,2763.7001953125
2019-03-26,2811.84814453125
2019-03-27,2782.95947265625
2019-03-28,2840.737548828125
2019-03-29,2879.255615234375
2019-04-01,2888.88525390625
2019-04-02,2859.99658203125
2019-04-03,2859.99658203125
2019-04-04,2956.29296875
2019-04-05,2908.14453125
2019-04-08,2888.88525390625
2019-04-09,2956.29296875
2019-04-10,2908.14453125
2019-04-11,2850.3671875
2019-04-12,2821.47802734375
2019-04-15,2831.107666015625
2019-04-16,2937.033447265625
2019-04-17,2937.033447265625
2019-04-18,3004.440673828125
2019-04-19,3004.440673828125
2019-04-22,2985.181396484375
2019-04-23,2956.29296875
2019-04-24,2956.29296875
2019-04-25,2946.6630859375
2019-04-26,2975.552001953125
2019-04-29,2994.81103515625
2019-04-30,2975.552001953125
2019-05-01,2975.552001953125
2019-05-02,2965.922607421875
2019-05-03,2946.6630859375
