Date,Open
2019-01-01,3327.21533203125
2019-01-02,3281.761474609375
2019-01-03,3254.4892578125
2019-01-04,3290.852294921875
2019-01-07,3363.578369140625
2019-01-08,3327.21533203125
2019-01-09,3372.6689453125
2019-01-10,3399.941162109375
2019-01-11,3418.122802734375
2019-01-14,3390.8505859375
2019-01-15,3427.213623046875
2019-01-16,3445.39501953125
2019-01-17,3445.39501953125
2019-01-18,3499.939453125
2019-01-21,3454.48583984375
2019-01-22,3427.213623046875
2019-01-23,3418.122802734375
2019-01-24,3409.031982421875
2019-01-25,3472.667236328125
2019-01-28,3409.031982421875
2019-01-29,3436.30419921875
2019-01-30,3363.578369140625
2019-01-31,3454.48583984375
2019-02-01,3527.2119140625
2019-02-04,3590.84716796875
2019-02-05,3545.393310546875
2019-02-06,3563.57470703125
2019-02-07,3572.66552734375
2019-02-08,3509.0302734375
2019-02-11,3536.302490234375
2019-02-12,3545.393310546875
2019-02-13,3536.302490234375
2019-02-14,3472.667236328125
2019-02-15,3490.848876953125
2019-02-18,3445.39501953125
2019-02-19,3545.393310546875
2019-02-20,3554.484130859375
2019-02-21,3481.758056640625
2019-02-22,3509.0302734375
2019-02-25,3581.75634765625
2019-02-26,3599.937744140625
2019-02-27,3554.484130859375
2019-02-28,3499.939453125
2019-03-01,3518.12109375
2019-03-04,3545.393310546875
2019-03-05,3545.393310546875
2019-03-06,3536.302490234375
2019-03-07,3545.393310546875
2019-03-08,3472.667236328125
2019-03-11,3545.393310546875
2019-03-12,3527.2119140625
2019-03-13,3454.48583984375
2019-03-14,3436.30419921875
2019-03-15,3545.393310546875
2019-03-18,3627.2099609375
2019-03-19,3672.663818359375
2019-03-20,3599.937744140625
2019-03-21,3645.3916015625
2019-03-22,3663.572998046875
2019-03-25,3663.572998046875
2019-03-26,3681.754638671875
2019-03-27,3709.02685546875
2019-03-28,3699.93603515625
2019-03-29,3681.754638671875
2019-04-01,3763.5712890625
2019-04-02,3790.843505859375
2019-04-03,3772.662109375
2019-04-04,3799.934326171875
2019-04-05,3872.660400390625
2019-04-08,3899.9326171875
2019-04-09,3890.841796875
2019-04-10,3909.0234375
2019-04-11,3909.0234375
2019-04-12,3909.0234375
2019-04-15,3954.47705078125
2019-04-16,3936.295654296875
2019-04-17,3945.386474609375
2019-04-18,4045.384765625
2019-04-19,4054.475341796875
2019-04-22,4054.475341796875
2019-04-23,4009.021728515625
2019-04-24,4009.021728515625
2019-04-25,3981.74951171875
2019-04-26,3854.478759765625
2019-04-29,3899.9326171875
2019-04-30,3990.840087890625
2019-05-01,3972.65869140625
2019-05-02,4018.1123046875
2019-05-03,3936.295654296875
2019-05-06,3909.0234375
2019-05-07,3827.20654296875
2019-05-08,3863.569580078125
2019-05-09,3763.5712890625
2019-05-10,3727.208251953125
2019-05-13,3754.480712890625
2019-05-14,3636.30078125
2019-05-15,3681.754638671875
2019-05-16,3581.75634765625
2019-05-17,3554.484130859375
2019-05-20,3454.48583984375
2019-05-21,3454.48583984375
2019-05-22,3372.6689453125
2019-05-23,3472.667236328125
2019-05-24,3436.30419921875
2019-05-27,3545.393310546875
2019-05-28,3572.66552734375
2019-05-29,3536.302490234375
2019-05-30,3581.75634765625
2019-05-31,3627.2099609375
2019-06-03,3727.208251953125
2019-06-04,3727.208251953125
2019-06-05,3727.208251953125
2019-06-06,3727.208251953125
2019-06-07,3727.208251953125
2019-06-10,3836.29736328125
2019-06-11,3863.569580078125
2019-06-12,3790.843505859375
2019-06-13,3863.569580078125
2019-06-14,3790.843505859375
2019-06-17,3863.569580078125
2019-06-18,3799.934326171875
2019-06-19,3927.204833984375
2019-06-20,3936.295654296875
2019-06-21,3899.9326171875
2019-06-24,3918.1142578125
2019-06-25,3954.47705078125
2019-06-26,3936.295654296875
2019-06-27,3981.74951171875
2019-06-28,3972.65869140625
2019-07-01,3999.930908203125
2019-07-02,4018.1123046875
2019-07-03,3990.840087890625
2019-07-04,3963.56787109375
2019-07-05,4018.1123046875
2019-07-08,3981.74951171875
