Date,Close
2019-01-01,3687.5
2019-01-02,3662.5
2019-01-03,3587.5
2019-01-04,3725.0
2019-01-07,3712.5
2019-01-08,3675.0
2019-01-09,3787.5
2019-01-10,3850.0
2019-01-11,3850.0
2019-01-14,3850.0
2019-01-15,3900.0
2019-01-16,3900.0
2019-01-17,3937.5
2019-01-18,3937.5
2019-01-21,3900.0
2019-01-22,3875.0
2019-01-23,3737.5
2019-01-24,3737.5
2019-01-25,3687.5
2019-01-28,3587.5
2019-01-29,3562.5
2019-01-30,3625.0
2019-01-31,3725.0
2019-02-01,3800.0
2019-02-04,3675.0
2019-02-05,3675.0
2019-02-06,3737.5
2019-02-07,3775.0
2019-02-08,3787.5
2019-02-11,3812.5
2019-02-12,3712.5
2019-02-13,3625.0
2019-02-14,3587.5
2019-02-15,3587.5
2019-02-18,3637.5
2019-02-19,3600.0
2019-02-20,3550.0
2019-02-21,3662.5
2019-02-22,3550.0
2019-02-25,3625.0
2019-02-26,3637.5
2019-02-27,3600.0
2019-02-28,3562.5
2019-03-01,3587.5
2019-03-04,3550.0
2019-03-05,3475.0
2019-03-06,3537.5
2019-03-07,3537.5
2019-03-08,3450.0
2019-03-11,3425.0
2019-03-12,3362.5
2019-03-13,3350.0
2019-03-14,3450.0
2019-03-15,3550.0
2019-03-18,3550.0
2019-03-19,3687.5
2019-03-20,3700.0
2019-03-21,3737.5
2019-03-22,3725.0
2019-03-25,3587.5
2019-03-26,3650.0
2019-03-27,3612.5
2019-03-28,3687.5
2019-03-29,3737.5
2019-04-01,3750.0
2019-04-02,3712.5
2019-04-03,3712.5
2019-04-04,3837.5
2019-04-05,3775.0
2019-04-08,3750.0
2019-04-09,3837.5
2019-04-10,3775.0
2019-04-11,3700.0
2019-04-12,3662.5
2019-04-15,3675.0
2019-04-16,3812.5
2019-04-17,3812.5
2019-04-18,3900.0
2019-04-19,3900.0
2019-04-22,3875.0
2019-04-23,3837.5
2019-04-24,3837.5
2019-04-25,3825.0
2019-04-26,3862.5
2019-04-29,3887.5
2019-04-30,3862.5
2019-05-01,3862.5
2019-05-02,3850.0
2019-05-03,3825.0
2019-05-06,3762.5
2019-05-07,3825.0
2019-05-08,3762.5
2019-05-09,3750.0
2019-05-10,3737.5
2019-05-13,3762.5
2019-05-14,3725.0
2019-05-15,3712.5
2019-05-16,3675.0
2019-05-17,3537.5
2019-05-20,3612.5
2019-05-21,3625.0
2019-05-22,3650.0
2019-05-23,3787.5
2019-05-24,3850.0
2019-05-27,3862.5
2019-05-28,3687.5
2019-05-29,3775.0
2019-05-30,3775.0
2019-05-31,3837.5
2019-06-03,3837.5
2019-06-04,3837.5
2019-06-05,3837.5
2019-06-06,3837.5
2019-06-07,3837.5
2019-06-10,3925.0
2019-06-11,3937.5
2019-06-12,3937.5
2019-06-13,3912.5
2019-06-14,3912.5
2019-06-17,3900.0
2019-06-18,3925.0
2019-06-19,3987.5
2019-06-20,3975.0
2019-06-21,3987.5
2019-06-24,3987.5
2019-06-25,3975.0
2019-06-26,3975.0
2019-06-27,4000.0
2019-06-28,4012.5
2019-07-01,4000.0
2019-07-02,4012.5
2019-07-03,4012.5
2019-07-04,4012.5
2019-07-05,3912.5
2019-07-08,3937.5
2019-07-09,3950.0
2019-07-10,3975.0
2019-07-11,4000.0
2019-07-12,4037.5
2019-07-15,4075.0
2019-07-16,4037.5
2019-07-17,3987.5
2019-07-18,3925.0
2019-07-19,3937.5
2019-07-22,3887.5
2019-07-23,3850.0
2019-07-24,3850.0
2019-07-25,3900.0
2019-07-26,3875.0
2019-07-29,3900.0
2019-07-30,3975.0
2019-07-31,3987.5
2019-08-01,3887.5
2019-08-02,3837.5
2019-08-05,3712.5
2019-08-06,3625.0
2019-08-07,3675.0
2019-08-08,3750.0
2019-08-09,3725.0
2019-08-12,3700.0
2019-08-13,3675.0
2019-08-14,3750.0
2019-08-15,3700.0
2019-08-16,3687.5
2019-08-19,3675.0
2019-08-20,3687.5
2019-08-21,3612.5
2019-08-22,3612.5
2019-08-23,3587.5
2019-08-26,3525.0
2019-08-27,3512.5
2019-08-28,3525.0
2019-08-29,3537.5
2019-08-30,3625.0
2019-09-02,3587.5
2019-09-03,3450.0
2019-09-04,3462.5
2019-09-05,3487.5
2019-09-06,3525.0
2019-09-09,3487.5
2019-09-10,3525.0
2019-09-11,3575.0
2019-09-12,3575.0
2019-09-13,3600.0
2019-09-16,3500.0
2019-09-17,3487.5
2019-09-18,3600.0
2019-09-19,3550.0
2019-09-20,3537.5
2019-09-23,3500.0
2019-09-24,3475.0
2019-09-25,3450.0
2019-09-26,3550.0
2019-09-27,3487.5
2019-09-30,3487.5
2019-10-01,3450.0
2019-10-02,3262.5
2019-10-03,3200.0
2019-10-04,3200.0
2019-10-07,3175.0
2019-10-08,3250.0
2019-10-09,3212.5
2019-10-10,3262.5
2019-10-11,3275.0
2019-10-14,3300.0
2019-10-15,3287.5
2019-10-16,3312.5
2019-10-17,3350.0
2019-10-18,3387.5
2019-10-21,3400.0
2019-10-22,3412.5
2019-10-23,3537.5
2019-10-24,3612.5
2019-10-25,3500.0
2019-10-28,3500.0
2019-10-29,3550.0
2019-10-30,3512.5
2019-10-31,3512.5
2019-11-01,3487.5
2019-11-04,3437.5
2019-11-05,3600.0
2019-11-06,3487.5
2019-11-07,3500.0
2019-11-08,3550.0
2019-11-11,3525.0
2019-11-12,3512.5
2019-11-13,3437.5
2019-11-14,3437.5
2019-11-15,3475.0
2019-11-18,3487.5
2019-11-19,3575.0
2019-11-20,3550.0
2019-11-21,3587.5
2019-11-22,3537.5
2019-11-25,3487.5
2019-11-26,3462.5
2019-11-27,3450.0
2019-11-28,3387.5
2019-11-29,3487.5
2019-12-02,3550.0
2019-12-03,3587.5
2019-12-04,3537.5
2019-12-05,3587.5
2019-12-06,3587.5
2019-12-09,3625.0
2019-12-10,3687.5
2019-12-11,3675.0
2019-12-12,3650.0
2019-12-13,3687.5
2019-12-16,3675.0
2019-12-17,3675.0
2019-12-18,3762.5
2019-12-19,3800.0
2019-12-20,3850.0
2019-12-23,3862.5
2019-12-26,3900.0
2019-12-27,3875.0
2019-12-30,3837.5
2020-01-02,3875.0
2020-01-03,3862.5
2020-01-06,3800.0
2020-01-07,3800.0
2020-01-08,3750.0
2020-01-09,3850.0
2020-01-10,3862.5
2020-01-13,3862.5
2020-01-14,3875.0
2020-01-15,3825.0
2020-01-16,3775.0
2020-01-17,3862.5
2020-01-20,3812.5
2020-01-21,3850.0
2020-01-22,3900.0
2020-01-23,3887.5
2020-01-24,3962.5
2020-01-27,3862.5
2020-01-28,3875.0
2020-01-29,3900.0
2020-01-30,3825.0
2020-01-31,3775.0
2020-02-03,3750.0
2020-02-04,3762.5
2020-02-05,3850.0
2020-02-06,3850.0
2020-02-07,3862.5
2020-02-10,3862.5
2020-02-11,3887.5
2020-02-12,3900.0
2020-02-13,3925.0
2020-02-14,3912.5
2020-02-17,3925.0
2020-02-18,3912.5
2020-02-19,3975.0
2020-02-20,4000.0
2020-02-21,3950.0
2020-02-24,3887.5
2020-02-25,3900.0
2020-02-26,3825.0
2020-02-27,3675.0
2020-02-28,3637.5
2020-03-02,3475.0
2020-03-03,3600.0
2020-03-04,3737.5
2020-03-05,3800.0
2020-03-06,3625.0
2020-03-09,3287.5
2020-03-10,3437.5
2020-03-11,3412.5
2020-03-12,3212.5
2020-03-13,3175.0
2020-03-16,3175.0
2020-03-17,2762.5
2020-03-18,2575.0
2020-03-19,2395.0
2020-03-20,2230.0
2020-03-23,2075.0
2020-03-24,1930.0
2020-03-26,2235.0
2020-03-27,2470.0
2020-03-30,2300.0
2020-03-31,2340.0
2020-04-01,2305.0
2020-04-02,2375.0
2020-04-03,2512.5
2020-04-06,2600.0
2020-04-07,2562.5
2020-04-08,2385.0
2020-04-09,2335.0
2020-04-13,2235.0
2020-04-14,2285.0
2020-04-15,2200.0
2020-04-16,2105.0
2020-04-17,2190.0
2020-04-20,2185.0
2020-04-21,2175.0
2020-04-22,2245.0
2020-04-23,2250.0
2020-04-24,2140.0
2020-04-27,2075.0
2020-04-28,2075.0
2020-04-29,2000.0
2020-04-30,2230.0
2020-05-04,2145.0
2020-05-05,2110.0
2020-05-06,2080.0
2020-05-08,2100.0
2020-05-11,2115.0
2020-05-12,2005.0
2020-05-13,2005.0
2020-05-14,1975.0
2020-05-15,1880.0
2020-05-18,1860.0
2020-05-19,1930.0
2020-05-20,2035.0
2020-05-26,2050.0
2020-05-27,2055.0
2020-05-28,2145.0
2020-05-29,2235.0
2020-06-02,2310.0
2020-06-03,2430.0
2020-06-04,2365.0
2020-06-05,2425.0
2020-06-08,2625.0
2020-06-09,2637.5
2020-06-10,2455.0
2020-06-11,2345.0
2020-06-12,2445.0
2020-06-15,2360.0
2020-06-16,2512.5
2020-06-17,2450.0
2020-06-18,2410.0
2020-06-19,2440.0
2020-06-22,2405.0
2020-06-23,2395.0
2020-06-24,2575.0
2020-06-25,2512.5
2020-06-26,2500.0
2020-06-29,2470.0
2020-06-30,2475.0
2020-07-01,2495.0
2020-07-02,2500.0
2020-07-03,2500.0
2020-07-06,2537.5
2020-07-07,2525.0
2020-07-08,2637.5
2020-07-09,2625.0
2020-07-10,2587.5
2020-07-13,2625.0
2020-07-14,2650.0
2020-07-15,2637.5
2020-07-16,2637.5
2020-07-17,2587.5
2020-07-20,2550.0
2020-07-21,2650.0
2020-07-22,2712.5
2020-07-23,2850.0
2020-07-24,2800.0
2020-07-27,2937.5
2020-07-28,2925.0
2020-07-29,2850.0
2020-07-30,2900.0
2020-08-03,2750.0
2020-08-04,2787.5
2020-08-05,2850.0
2020-08-06,2887.5
2020-08-07,2900.0
2020-08-10,2900.0
2020-08-11,2987.5
2020-08-12,3075.0
2020-08-13,3025.0
2020-08-14,3012.5
2020-08-18,3075.0
2020-08-19,3050.0
2020-08-24,3000.0
2020-08-25,3125.0
2020-08-26,3175.0
2020-08-27,3150.0
2020-08-28,3112.5
2020-08-31,2975.0
2020-09-01,3062.5
2020-09-02,3037.5
2020-09-03,2987.5
2020-09-04,2962.5
2020-09-07,2925.0
2020-09-08,2987.5
2020-09-09,2887.5
2020-09-10,2687.5
2020-09-11,2737.5
2020-09-14,2875.0
2020-09-15,2837.5
2020-09-16,2825.0
2020-09-17,2787.5
2020-09-18,2787.5
2020-09-21,2737.5
2020-09-22,2650.0
2020-09-23,2600.0
2020-09-24,2537.5
2020-09-25,2675.0
2020-09-28,2575.0
2020-09-29,2537.5
2020-09-30,2480.0
2020-10-01,2600.0
2020-10-02,2600.0
2020-10-05,2675.0
2020-10-06,2750.0
2020-10-07,2775.0
2020-10-08,2725.0
2020-10-09,2775.0
2020-10-12,2812.5
2020-10-13,2837.5
2020-10-14,2887.5
2020-10-15,2800.0
2020-10-16,2787.5
2020-10-19,2850.0
2020-10-20,2825.0
2020-10-21,2762.5
2020-10-22,2725.0
2020-10-23,2775.0
2020-10-26,2887.5
2020-10-27,2887.5
2020-11-02,2987.5
2020-11-03,3000.0
2020-11-04,2850.0
2020-11-05,2987.5
2020-11-06,3025.0
2020-11-09,3075.0
2020-11-10,3187.5
2020-11-11,3187.5
2020-11-12,3087.5
2020-11-13,3125.0
2020-11-16,3100.0
2020-11-17,3125.0
2020-11-18,3175.0
2020-11-19,3162.5
2020-11-20,3150.0
2020-11-23,3200.0
2020-11-24,3212.5
2020-11-25,3262.5
2020-11-26,3362.5
2020-11-27,3325.0
2020-11-30,3162.5
2020-12-01,3262.5
2020-12-02,3325.0
2020-12-03,3287.5
2020-12-04,3300.0
2020-12-07,3350.0
2020-12-08,3337.5
2020-12-10,3400.0
2020-12-11,3387.5
