Date,Adj Close
2019-01-01,2594.004150390625
2019-01-02,2558.567138671875
2019-01-03,2565.654052734375
2019-01-04,2594.004150390625
2019-01-07,2594.004150390625
2019-01-08,2608.1787109375
2019-01-09,2636.5283203125
2019-01-10,2657.79052734375
2019-01-11,2643.615966796875
2019-01-14,2686.140625
2019-01-15,2679.052978515625
2019-01-16,2679.052978515625
2019-01-17,2700.315185546875
2019-01-18,2707.402587890625
2019-01-21,2693.22802734375
2019-01-22,2671.9658203125
2019-01-23,2671.9658203125
2019-01-24,2686.140625
2019-01-25,2679.052978515625
2019-01-28,2679.052978515625
2019-01-29,2615.26611328125
2019-01-30,2657.79052734375
2019-01-31,2728.665283203125
2019-02-01,2778.27734375
2019-02-04,2764.1025390625
2019-02-05,2764.1025390625
2019-02-06,2778.27734375
2019-02-07,2785.36474609375
2019-02-08,2757.014404296875
2019-02-11,2742.83984375
2019-02-12,2728.665283203125
2019-02-13,2686.140625
2019-02-14,2693.22802734375
2019-02-15,2671.9658203125
2019-02-18,2721.577880859375
2019-02-19,2771.189697265625
2019-02-20,2757.014404296875
2019-02-21,2771.189697265625
2019-02-22,2764.1025390625
2019-02-25,2806.626708984375
2019-02-26,2792.4521484375
2019-02-27,2742.83984375
2019-02-28,2728.665283203125
2019-03-01,2742.83984375
2019-03-04,2749.927734375
2019-03-05,2735.75244140625
2019-03-06,2764.1025390625
2019-03-07,2764.1025390625
2019-03-08,2728.665283203125
2019-03-11,2735.75244140625
2019-03-12,2721.577880859375
2019-03-13,2686.140625
2019-03-14,2721.577880859375
2019-03-15,2799.53955078125
2019-03-18,2834.976806640625
2019-03-19,2820.802001953125
2019-03-20,2827.888916015625
2019-03-21,2827.888916015625
2019-03-22,2870.414306640625
2019-03-25,2842.06396484375
2019-03-26,2877.50146484375
2019-03-27,2870.414306640625
2019-03-28,2884.589111328125
2019-03-29,2912.9384765625
2019-04-01,2941.28857421875
2019-04-02,2941.28857421875
2019-04-03,2941.28857421875
2019-04-04,2990.900390625
2019-04-05,3026.337890625
2019-04-08,3012.16259765625
2019-04-09,3047.60009765625
2019-04-10,3054.687744140625
2019-04-11,3047.60009765625
2019-04-12,3054.687744140625
2019-04-15,3083.037109375
2019-04-16,3075.949951171875
2019-04-17,3075.949951171875
2019-04-18,3160.9990234375
2019-04-19,3160.9990234375
2019-04-22,3146.824462890625
2019-04-23,3139.73681640625
2019-04-24,3118.474609375
2019-04-25,3068.86279296875
2019-04-26,3068.86279296875
2019-04-29,3075.949951171875
2019-04-30,3097.2119140625
2019-05-01,3097.2119140625
2019-05-02,3097.2119140625
2019-05-03,3104.2998046875
2019-05-06,2997.98779296875
2019-05-07,3012.16259765625
2019-05-08,2990.900390625
2019-05-09,2920.026123046875
2019-05-10,2920.026123046875
2019-05-13,2905.850830078125
2019-05-14,2870.414306640625
2019-05-15,2757.014404296875
2019-05-16,2735.75244140625
2019-05-17,2686.140625
2019-05-20,2657.79052734375
2019-05-21,2657.79052734375
2019-05-22,2671.9658203125
2019-05-23,2728.665283203125
2019-05-24,2825.673095703125
2019-05-27,2877.049072265625
2019-05-28,2796.315673828125
2019-05-29,2891.727783203125
2019-05-30,2891.727783203125
2019-05-31,3009.158447265625
2019-06-03,3009.158447265625
2019-06-04,3009.158447265625
2019-06-05,3009.158447265625
2019-06-06,3009.158447265625
2019-06-07,3009.158447265625
2019-06-10,3104.57080078125
2019-06-11,3104.57080078125
2019-06-12,3089.89208984375
2019-06-13,3082.552734375
2019-06-14,3104.57080078125
2019-06-17,3082.552734375
2019-06-18,3126.589111328125
2019-06-19,3148.607177734375
2019-06-20,3163.28662109375
2019-06-21,3199.98291015625
2019-06-24,3163.28662109375
2019-06-25,3177.96484375
2019-06-26,3199.98291015625
2019-06-27,3214.661865234375
2019-06-28,3199.98291015625
2019-07-01,3244.019775390625
2019-07-02,3236.680419921875
2019-07-03,3229.3408203125
2019-07-04,3222.00146484375
2019-07-05,3229.3408203125
2019-07-08,3229.3408203125
2019-07-09,3236.680419921875
2019-07-10,3280.716796875
2019-07-11,3310.074462890625
2019-07-12,3310.074462890625
2019-07-15,3324.75341796875
2019-07-16,3339.43212890625
2019-07-17,3317.4140625
2019-07-18,3266.0380859375
2019-07-19,3288.056396484375
2019-07-22,3302.734619140625
2019-07-23,3295.3955078125
2019-07-24,3266.0380859375
2019-07-25,3273.377197265625
2019-07-26,3258.698486328125
2019-07-29,3273.377197265625
2019-07-30,3302.734619140625
2019-07-31,3288.056396484375
2019-08-01,3266.0380859375
2019-08-02,3266.0380859375
2019-08-05,3133.9287109375
2019-08-06,3009.158447265625
2019-08-07,3119.249755859375
2019-08-08,3148.607177734375
2019-08-09,3177.96484375
2019-08-12,3155.94677734375
2019-08-13,3141.26806640625
2019-08-14,3177.96484375
2019-08-15,3119.249755859375
2019-08-16,3089.89208984375
2019-08-19,3067.87353515625
2019-08-20,3009.158447265625
2019-08-21,2972.46142578125
2019-08-22,2987.140380859375
2019-08-23,2994.479736328125
2019-08-26,2987.140380859375
2019-08-27,3082.552734375
2019-08-28,3075.213134765625
2019-08-29,3082.552734375
2019-08-30,3133.9287109375
2019-09-02,3097.231201171875
2019-09-03,3045.855712890625
2019-09-04,3053.19482421875
2019-09-05,3097.231201171875
2019-09-06,3133.9287109375
2019-09-09,3060.5341796875
2019-09-10,3075.213134765625
2019-09-11,3119.249755859375
2019-09-12,3141.26806640625
2019-09-13,3163.28662109375
2019-09-16,3075.213134765625
2019-09-17,3119.249755859375
2019-09-18,3111.91015625
2019-09-19,3097.231201171875
2019-09-20,3053.19482421875
2019-09-23,3067.87353515625
2019-09-24,3016.498046875
2019-09-25,2994.479736328125
2019-09-26,3089.89208984375
2019-09-27,3067.87353515625
2019-09-30,3023.837158203125
2019-10-01,2987.140380859375
2019-10-02,2884.388427734375
2019-10-03,2796.315673828125
2019-10-04,2899.067138671875
2019-10-07,2862.370361328125
2019-10-08,2884.388427734375
2019-10-09,2906.40673828125
2019-10-10,2855.03076171875
2019-10-11,2877.049072265625
2019-10-14,2877.049072265625
2019-10-15,2891.727783203125
2019-10-16,2928.425048828125
2019-10-17,2972.46142578125
2019-10-18,3060.5341796875
2019-10-21,3023.837158203125
2019-10-22,3038.516357421875
2019-10-23,3067.87353515625
2019-10-24,3155.94677734375
2019-10-25,3104.57080078125
2019-10-28,3104.57080078125
2019-10-29,3104.57080078125
2019-10-30,3119.249755859375
2019-10-31,3089.89208984375
2019-11-01,3067.87353515625
2019-11-04,3053.19482421875
2019-11-05,3155.94677734375
2019-11-06,3053.19482421875
2019-11-07,2935.7646484375
2019-11-08,2928.425048828125
